product_link,name,detail_cate,large_cate,image,price,discount,sale_quantity,rating_star,rating_quantity,describe,seller,seller_star,seller_reviews_quantity,seller_follow
https://tka.tiki.vn/pixel/pixel?data=F_z36RDQaqcgorYG_7Ge8yNK-b0421kIAywRFFF1RcoPxlG-dx2I4Qy_2YkufS3p9T1Hrrr1iKbuDj0cH2nKktFKvNC85TzAJRjCLKc__dc_sLfzFHz_pGXigrsPAN6LJbB-8GwggluDKPioa500PiIf5c5CfRSg0ejgPOaVZTfUIGvsrz0tbyK_fFaV0I5FUg1kuVx2-MGIccD0mN0JgTQrZofs8o4oe7ZumORgRnvPsbvbSS7DX7Ab1thEjgiWm_OcWXrIxRR7z7t-jaNHpQW9HFnuvl6QAXg4rFDNZvlwppHose2H9GbG3URLzgeb3gX0TMkuYNBH-8h5f0WC9ixDi3jxYW8HZ6SQneqrXZ2qF8kyESMRTrp0Mk8mK_LOOVMg-BwXAHJ8P3UjcbGPZlFJEp30LRKUP4zbhQexLYaLnzjkuseAi87q2GRR6-3NyjutpE-Vi2XwiooK-hKuOoZdQK0jbHc12pCOGJ_LhbgnBB4m4vYsMZB0gFStrtze5yUjTWTFHiq_BQpbgFn0Dne89Y4zxbb6IRDi7n6wud64OTIQ7eCUTd6zH-OI611v0DnyN4fpA4A0JdeleaCSL3e8hAEVyOqncbPYritxunmao_elHEFKtj-Z0hR3wW4bnjsG35rtZ8DpLaCpva2B4GDPIoJW_rJbR5GsZdADfW9iKpQ6x6dvUhl2OjLn7nj9gJ-wYDcS-SPh1PsVs-sJMOI_s0yxBE_QQnlWqA0Eo3sROsVzmzzcti1M--qJxnta1wdEMuGbmW3Afg9-9JO17kK7TwrxTNA26RYbFRX0PqHoDT-7PJvsiwjwmsO6ZMXsfGNikVGQ6GKUiNJOJTyDsOE4lKGb30w9C8F_cBY-6Td6mNJu_fzLtBcxW7iCVwuaFDfC4K5m-SqlIYjqkSn1aqFOIr6LrQ0C_yczFpLgv9OI_iXrRxploUUM2Nw8P4qOF6t2NE5Bxj0ykBG4jSas8c3zRXbsrTBlJnST5zggnIvPApBVYw1DTld_BK4zG0w7oeeoJCb4aooG2Vz99rJqc9O2urHTOu2uIJVBKuWGFYELUTuB3TYY945dRjNyVQeUU0mCgO2wzoo9on1bTcjtnv7bYP6I2mTuxufY4qbjO12uidcIIOw-sFyiMHyFx2nzqwEoMk6Aj4NdVq5husD6JmK1oZT8pBoLdbLMarn_cGgKwWyk1PG3VdHjz8I-RkPQa2GG-ivZ0hgY5TAutf_CJEAQt2UjwRxiq3o_V5b_0RHnklpSYBhILWMvxBP5WXr1XWdRDdmJL4DhsMuUk9BUMx1-Nmy7Tkgm3PDkW2E3AuXEckaHeuVU1jkMcJhxbmjhtNVtjq_obNO2YZiQlVSOezXtLtP-QUBd85t-PZGvNBVk-VlByeOgAuf5QmLFWPSAZ-1H5pSw5EzEyeoFJGkoq5JQGcnZFQVIYIbHGXqxV4-pxbUXMeK2GDn0OXykx9MInmxiKISkOyVrabEbZolqbCfMXPnlLIfYpnM6M_9mO7Pxf5V5DUa3isg6yPR8c-Nzhj_mHe72brljphhFqkYo8XF3YeZANgnwPcxK_xmral98XZmfAFlF2wVe-IPjWXBtkNBYaB9C51h9En5logznrhxBwrr_FME9UWalrG7fbRsxmrdzjF2mMDjAZHW2EnmAqiM&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=11,Sách Mật Mã Sức Khoẻ Hoàn Hảo - Hệ Bạch Huyết - Khởi Nguồn Sự Sống,Kiến Thức Bách Khoa,Sách Kiến Thức Tổng Hợp,https://salt.tikicdn.com/cache/750x750/ts/product/f7/1a/71/6659f1781309a8e6da7ff76112d69bd8.jpeg,228000,-0.05,34.0,4.5,2.0,,,,,
https://tka.tiki.vn/pixel/pixel?data=0_dpY1QCxT3CMgId4fZz637LlVq8J6jUP6cshvXh4RdoAWGXfBLI9h2y5Ak9C2lRM__9LLDkAXIOm5fnc3KGBG-JMZAuhTj3bCzz9fwgdWJnrj4_rd8xVvRQ-ZIQgWa3aADLVJrDSqmKw1xIkC3SpaeVzp7GY1D8bCBhZ7f25sp8U6fwPl2A22qkho4Tl4hJBltG7YNhkbYolWXN69EwUXusX2zxONrS6SQh0F7SlQD2eFZxI6TepRmyPjsA1adVs7wRzFjK50_mSeTS1GByIDoac0AQ6_kh0bwyNfXGntwvoTZ8H4Eu0dIW3hdPR9dhn6Y0mSOUhSJoGgkpwTvRibIDYVIbyXBbq2MheUUsHfGsVs53is2y8Z3rKccQgdId6mWtEZqYhAKQP_fuYq6srybZkRIzKP_g3qdbOFzytT87vyGNnbtMtZJn4h4KXXI3a7UsAAeYruGWnvPeQeEOAgo18frdE5yL8lBYcLs5zLL2I7nVoSCrauOmPjhTdqo8RVnukoaliJq3vQdInjj7Xb2-OPMwT9bWoLPFbeASwTbdYy4QH89_U9CZ0lhhGs5TW4tLGgIXg-O_rLdThUGr3t_UP8CWCmqnc5MLKXJ54SPq9xDFx3uZpYs4kb5KeGA78_J8ELxdKwPzx9MUWrqit2ETWUfhgO9xYpJNcYURqZT0g2S_AmkqWzbVQCwJCNphfxCgEyD6DIOgJ0W2ZHRYF3SU7qoa14h2hJdmSwbfKj83lVvATKI6vvswwwKhrri71IISrDr-KZjg_cxCq22bjK3WaiChwDT5T4_jkreXOLdaF8eqwAwBT8y7xWHrPVCpQn8cx4CHaVYgPkVRMWYYoe4TtwgQknOGAr-VzGfUbZn_qMDPqfT5wwkbSthABrvyyQRlXwX7jcbLPKdRPnRm-TjJHkJZkSlguEx0sK1JeZRs0X6ye1IrUu8Ym_687SBRNskgad1KrgQ_V0vMNBZHTukZXS81gf8uM6pQCySExPucRubrGTerotbqITANUYVnUL5Sju_cj6CR5jxmG5xsq3pX3kr5-AWecStes5HT8Ptl02pQUfWdoerPOJ5GIMCoTzYMS0s1FcgeKrhJ0_0aDPmkfX2cJhAurWNVInKzb-OVvf57DFDSDp1WYbmZd2VHfca8S0bvYaP2c3PVGow18TRC7KsdAJLB1Ks_rq3uDZ1qigP154KTiH0eokMBv31B7CtfQ-pcrAhgTEZwWiG27d9t6FF_BzqF3GqumLPL6Jx3MPgkwl17mMLwlE-BSfgSD-A3HeiL3isrBu9D3fysuXBkgHPfoC1YJv77mmVxBVGRh0TY7n4vC6yPicba9O0EQ_BRjrAdc7kRSYR1GP4Da8Yw2V171vXbPXyrQ1-VjJzIsw9kVdiplZwzMzXnRIIftugJywKJs9yn7m0Utck5r0faPEqIT7OTQu48NsL4syX_JuwcpYoThHXHnva4AOScwfwHLfRQx78ud5Xsf3a5ZiX7t0a5kG0D1O-5P4ifdW8evdjfyslNACvQHJHgv7K4qK1iPPtvJJASAhPPI8BayKaVh7tf4nCD4dVvkg7HYBzehp33SQ&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=13,Bài Tập Tiếng Anh 8 ( Theo chương trình GDPT Mới - Chân Trời Sáng Tạo -Tặng File Đáp Án),Sách tham khảo cấp II,Sách Tham Khảo,https://salt.tikicdn.com/cache/750x750/ts/product/be/bb/59/b974857ca46ac50959e4cd1d807b8ef2.jpg,94000,-0.28,119.0,5.0,10.0,,,,,
https://tka.tiki.vn/pixel/pixel?data=zHupcze_hjsLKxN_iAF2OlW3ceDaa9ClyLDt6sOQeyNSEXoZgt1fAz5rTdA4wGKdxMKwmh2kCUppHhdGbp1DCzcxET4sqmHN-lQZzBHw8WT0khskmAStTS9fI46_EtNDlHZcaV4MfwcaV_hU8Zm3lMeTShupwjSV9TgrnHKn4lYp-2fhYuWyzqHAdvSu6oajK1_lEss25Qf6lyeFFD0N7JXSJExwJu2B-JUa6oYUahZnkbSDzh-Brrk1lNtKLSlpYYXT-p4ByiGx8uhhsmnFkBwq9NIQT7idTFm2Jx6qCfQnweyOxsGWBzgeJaLBCY0Dlteghw2-RTUk2d16fF03lV9koIPkvia-wG7ZM1r6MVn2_k770Q_ylDRShgP15JrJmI_vZkSOQERlsIWGLaDKKGEkBBoH7GX_YTFVbETK6WuKJqq9QFxwhb_qTdgqUWSt08y6YrXflBkUq3-WA5P_Vk3319uYcVMEd2l8R95uCBY6AxHjRdSFMm0fZmh-MpNXfnmAhlucaVxcYepb6L1EpKqnR_eZbGgPC0okt4ALENVNGG2HHWpHUi0aQgq1G0RRWOqnM6n1vIta0MKD4sMhafc9WkDL_QeQiUEDEP8qHH89g-QkP9RKgRB2lmRp4iDttL5s7X15mXO-4ClkuAB8hBHAvQDAbE40sj4r8YNmmWHO6-KcdVvHbfEtSszPEzjSQd_4LkSPpjio7v0Meld34teVvpCkLJIIMqkBx0AbF40WH1CbkkpNZBudr4gQVjxTbw4GwKknBxrxGBMnj0EVNoyfhDN8BUiN-JvG-B1SMOtY4_XQiffMZjdOyzPNX5CBi_guEFCUYlsJcfXkThzNo4wSrEPLSXlPHtvdmmb2d3bxEIvDML38huIP8y5RmDnSKkbQeluJOe9FU9mu5aUQ2qto3ce_dsnTraa2jKPtc6srgdylBRyo1h-21aYjiSa29xhHJVntjxwIWlJpK7kG9lot2LdeQzW9nmsSFp0mf6wxhRQM9ZoWQ9_s7HFFNXIP0z2Z7TMbZ4cKA1R00zrX0TPMq9fdhRzIjjlwk2reepyCJF8hD9FcrlUQ2t4vvaJUkMKRRuwm4WBsbxRdERy2ydmKKa4JAE-YLZQZfNFABNP52VSLwGqf-mJ1yaxW81fW8R8TH4XJIeTcsX1aMtSoWJWPOHJCzA8DadHtw4WJYSJ0UJXFluG2SthZqz0_TxIZqwUPUGFa0sITGD0rR9HyknrD1h19wR2a5vziHx9qHCkjF6JxcqYqW8XD17q9Ym6lWOcriJwiYwsm0x50tDQchZI2N3QdfTSnRtUa7I2GjhdTV4LO7XoWm0t_8CjOXay0fbCFCkZtV2hF9OMUfTjR4DNsL9U_0phtsemeDEiHxRrncUNefBoWYYqqHgKze3U6iXPxvNAj0ntmom81xd7A1GnZq5R_wttuWjlZpSzcjOm1cej8sYcxZyWsQ_er5jxFX2eLE4H2sbHEXhN6QTXjSQZ2Z2H_arO5eGgv&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=14,Sách Thành thạo Canva trong 21 ngày - Richdad Loc,Sách kỹ năng làm việc,Sách kinh tế,https://salt.tikicdn.com/cache/750x750/ts/product/87/de/cb/69da7c7825ca201a9312f9f709959f7b.png,293000,-0.02,277.0,4.6,17.0,,,,,
https://tka.tiki.vn/pixel/pixel?data=-SlFi5ptQ6_5BNUMdtSYgXq67CdKEszwtJrTmfNyXUfO4D_ahJdVq28f0FpKCc2xSdXcOTwq5zjNRK4gON3C3KmMxoxmQPdHVfhsZmfsaKU7xSnkBFrrkaJoK0-Y558eFNIgsC-emwBnInMhv92ewl3QBQNPvdjvrNyT3djGDHOzNQUT9b2pCEuRuOKpxZsbS2QohT6zhZQFENpqLHrw5zkdupAlShSIWVkivL7itQoa0tLv35Djp_L2QN9VpMIppuXriyPtDGctfOu1_iBa0cWGLFCb4bBEJYjH4Czo8VEp4gV-GPwUnuJHw5XWwcmiRIx64YVe4OMTHWGVEW9LNHd13eBe5CAyxwJF0IHgZhkUxaHuOZe25vV_D_7HTr0_m9DHjFP-zRYhH5XLxZ0bsUEyqiDd3K5FC3TuEuXt4U-fxaroTaCFF9t0MQ5mdi6xzEEbsZmJ_IEsEndjbYMWURAYXW_8JXEirG4C0asYmQnm2EUfURNFe6cnkCodoYkVgon-or5zOXcRltmSi6nNkD8TGGHHqU3uYNBby3z20MrnKiIS4iiadToyDkLGVlr3vTZI9YJH6j6WixfVs9VZUfNzA3D0Txzbdt32-ZQDLntppi4Wx7oCECaxgPUWbkuLOnGSEP-IkmNJBW9W7G9vRieOL7rxqtCccqmShtrlaguBGtwvELeeXQBMWJxx72O2dXM5L-IyQFUf1j1HVgTkBQn9FNOSNrz5afnCzag21i43hpwDms0Q2h4dteLPrBVss4PV2rkzm2TTofNBev7J6RILj3U_QvbDTBXAHS6G7rfOKBdFL8cUFJDjXB4Wo8e8X8IRMEW2fHIsWpffxmvYUkxMahs8SE0h82d2wuwS4ozTQY1IPVmyFjSZcSwxCOPay16Blc7Y70-sVnLbv1sBzcs5jA1qtWA81VXi9_uVixHrnoC7qovknfl3HueFay0wQn3x2iZqAsXKtb8Q3GY43Pdrvc209W3uSqcj7mLUWsSmhNoZDZGGtzTIDTPo72g3NFx8A4riUx7SdTYQcgqfIVTrGdDdVNQkVsgJTSuSGRiODRIdfo1FeS0y2UF7hehWAVOrIMZVf7krMb-2A9jCUgYh6Y33EClmFl_opqJNUE47nBlmmnGqJ_sf5p6WV-V8Brw4jBS1iSsDYYMt1B70tYLkC1XZh-n_DCHkhaVoBCPxmkUQjRvw_TOMMiyWMTJPj792p7SaQKDoeqBIi0O6C8Ub1tfFYgNXZGsSC7b3IlzpcSqWvJFSbRkUMqEZpW66y_Os_s4cg2tu8U-iLgixdhPbafQfWW6KK__kzRDyIlUv7kn7y7zn0_o_kh4WrOKBmXGMvVjnRS36-d0Qiqs6nroE2u9YcLz7LEgFSt8ijv3tCyHU0eZtabJ12Yl761xDQnwFuU1fbhHrBMF1cmRW8dydNSOG3uXyb8cINRYMnJOlg5XRFP3nsdu9GTk7HjH71BdVnvE9NyddjrqcPaIODH7iac_Zs8tEQ4-QIMOc8UhxfUiFp-QoR8mS29o0tnE2zhX-rw-5q_l6nJaqyqJLGQCZOA6PxSBAfsuPtSYYZ-bJivySr5koZxcylYxRq26oPFBWhV_cCCGcdwiUFYQJ2ka-5QAUlqXvpgmQBYxhRF-8ZLKlDi4-IOHE&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=15,Bí Quyết Khởi Nghiệp Kinh Doanh Và Quản Lý Quán Cà Phê Từ A-Z,Sách khởi nghiệp,Sách kinh tế,https://salt.tikicdn.com/cache/750x750/ts/product/9b/79/54/c4c874fc3e5b10bb1a58a3cb4b980863.jpg,219000,,73.0,5.0,1.0,,,,,
https://tiki.vn/noi-chuyen-la-ban-nang-giu-mieng-la-tu-duong-im-lang-la-tri-tue-p273844986.html?spid=212356653,"Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Kỹ Năng Giao Tiếp,Sách kỹ năng mềm,https://salt.tikicdn.com/cache/750x750/ts/product/20/15/db/3c50fc06da7b72d97358842f9b08cd71.jpg,140000,-0.26,6.0,4.8,350.0,,,,,
https://tiki.vn/chem-tieng-anh-khong-can-dong-nao-tac-gia-vu-vi-binh-bino-chem-tieng-anh-phien-ban-dac-biet-p274638593.html?spid=274638594,Chém Tiếng Anh Không Cần Động Não - Tác giả Vũ Vi Bình (Bino Chém tiếng anh) - Phiên bản đặc biệt,Sách Học Tiếng Anh,Sách Học Ngoại Ngữ,https://salt.tikicdn.com/cache/750x750/ts/product/ab/8f/ab/091072edd8b3a637c2c416d2b3c3f6a7.jpg,117000,-0.31,1.0,4.8,54.0,,,,,
https://tiki.vn/giai-ma-hooc-mon-dopamine-p263070154.html?spid=263070155,Giải mã Hoóc-môn Dopamine,Sách tư duy - Kỹ năng sống,Sách kỹ năng sống,https://salt.tikicdn.com/cache/750x750/ts/product/71/9d/f6/034e4969a68181a0f850cdfa24503e0c.jpg,129000,-0.35,1.0,5.0,76.0,,,,,
https://tiki.vn/chia-se-tu-trai-tim-p275264393.html?spid=275264394,Chia sẻ từ trái tim,Nghệ thuật sống,Sách kỹ năng mềm,https://salt.tikicdn.com/cache/750x750/ts/product/db/05/6d/09009d3a56bfc7f4c2415bc0b36ea97a.jpg,121000,-0.28,2.0,5.0,91.0,,,,,
https://tiki.vn/thay-doi-ti-hon-hieu-qua-bat-ngo-atomic-habits-tai-ban-lan-4-p170708233.html?spid=170708234,Thay Đổi Tí Hon - Hiệu Quả Bất Ngờ Atomic Habits (Tái Bản Lần 4),Sách tư duy - Kỹ năng sống,Sách kỹ năng sống,https://salt.tikicdn.com/cache/750x750/ts/product/10/01/7a/d7d57affcfba13e7f75d74d1e858e41e.jpg,140000,-0.26,8.0,4.8,727.0,,,,,
https://tka.tiki.vn/pixel/pixel?data=gANvhUny0L-LjT77iKYDnmwk-GcmxJpV5LWw4CRZ2_zsGUlUkZ4XqTPhw34PUROcsy4OOc8I_WoNh_yV3uD3bb6tD8qldcsd4kIKDR6Iypd0NzdLINj9bhpJ9bqBX12FuMX-wt9dut5oKyBKNVvf3J1csYkHdz4jdnj9JVwzrdYmx_dQMCohkB-x1vPbWhdQvctf6eDC9IeNYPuDU5ZlVbvhViHtQnSburcGOu3w66iK3oYHqwbU5mo6QkffS4VPnK84ncCAbf5PYQmnivILg5TRWtCu1wBdjTKc1nyqCRTkNpZAwVimAiWq6LXoisolEOUzeLENs0K9NKarUpAoru368Co2py4TR9HFm7HAcFlMYzjNssqObHkDQECRlTeunlbGnl-bX6EuqSYxzVhzwqVwDEdMPoqNFB9oSDJNVMHcLzgnZ0ah2rzc5lm1OPp2Pq5JZ550alhrQpXdJ5Hj2Ici3SJNGH_kkUm45UlwSjJyZ8MIr2gCcfrIsYqoGa0xV2RwE8bC1m06NscXTg18XP6wAJ5P8vYNyJgVuDiFzQsaD79Zqay_j-f7ezM9-ZHeLIaMJbxzClcVGtw0baHNjFHhUmMS_NiMEPs3XHM12eLJV76ns8m09nSB3WAulyTGPc3D98oWXke-1qKbuMjDrWzS_xhsz-AQ7Ml6wXF08HRT-8FuHp8jPDqogMuk0pqP9kGErp9iYoXTbllVLoaucKWzfIw9MgoT0nURct1WbLu_Cr418mck6a9q3VH6dC-SBfTFFtmO8bMJEBR6QbM3RLhgNM1bfFiYjYivkniFhqmjpvLtf9aVxjRxRT__yZEwBrk255ssN3aOlllBxdaLhhqi4yuJvRNlcbfEKL7WOueZ2BBIt11YaYyfWWs0W8baTnRCNa8w_c2XKSR7tAsrLFvkgflNHl4nsfuMUE8IEBTpgX8r4jLtHn4suQMBHgztflpwGcb3TcJycTzOX5Tl0Aa3bA3wW1l0sO0D9I-c_9PEAus20GNSZdT2SS09VG29aG-rpPMTBdrFFts8RVureKiWdsbWMLUsq_R1Jlt6ck-QM8iastwY1zsE5YHtswHmH8Bn0uLjJrDj6Y_qfbpWieUBdky9BzJTOQhnKM7B1ExF_Pxz8OtUSZvrMwk0XrUy2n_0tC9iL-Aw6eAh94lQc4jUIb403DGDhDtsYXm3X3e6UrH0yaBB1go9FDxxdCL0ZWvxlMjeL2STzQAZTZiq45jmu2I2r_bTgCNrw-kgBLy_IzK_6q6yn1I3epZZLWFJyVpF0DUNUdrla6EiC5-CU0IJwBlueY8kD5lfqEgsnDHpJI-J9FrScE7xeIFwNLplHnenPmsaL78IKqEnUQLCGsgiWDYcvU7qhyVfAtaJQa2IC1-pprWZ6i_NTJq2Ya74enmbSpcG67JGQVeGTw4F2jLoGZu9NfafB5W88Hst778He1DmOj1MnB9tZS-oalkpA3PlrxAJd7LHYdPb8Ug2y5Le0RwB9Q&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=21,HỘI HỌA TRỪU TƯỢNG,Mỹ thuật - Kiến trúc Thế giới,Mỹ Thuật - Kiến Trúc,https://salt.tikicdn.com/cache/750x750/ts/product/79/d6/11/02b4b3522d8bfea5037a1a691168a1c9.jpg,186000,-0.35,39.0,4.5,2.0,,,,,
https://tka.tiki.vn/pixel/pixel?data=tT_Z50PPP9rM5Tc6VjrHQ__KV0DCZi_Ymkg39UG7bzRtlSlDlQ9JzyS5J2IfwTUPdDq2m-mRCO1abyS4uleNqf4cpia9xCmggWpl4AASoOXitB-2wn31fBA0UjU3ksHqVbVinvCS6-uxhDPRl5dvCDJfbCKpP8w7R7-_tUHgq1QpR3j1dO3ntC5veuHDjhr2FnnNNfdxrsnqVF3G4EXoPoT5R8bQZQt6yoUresKAOJsCTl2RMPLICkg91Ttul2ogreOViqkfefh4mmR_gpG63jN6HgjZn3H1VtbC35HbWPsdak_FIiuw7XF0K_26NInKTpOpgWH_9C3cYGGD4dHGZq4vezStrOre90cCDXwagL5L6Z1pVaeJk68yWDlD0p2nAlb5hDF17GOaSI065l4Zxsx0VPh7Bqmf77bc1ZVqixQ-g7OhBsNudpKfnQPHdS6Sbggw1epXzOzzek1Yxe4uLc-DHxepIj621xDxhHx9da_Ulea8JCAb0ca3p-qVySpC8LBkW_WRIcFmcP9K_chSLBktNbqwgG74z9iilUVBx4abVa56azS9YpBi1OqMSJ0VwY_p8SizekN_q6Z6xjKvx3h4RNLF2GOC_wHTL9KVPRFb-IsScXTypvklqqeIQfCd90e-cSmZ2-oArqw5v4m4PD5-T5K3y0vTXgOPLMH4OCw3liwalod5Qgo8TcCFWjva-d-b78f0w2LT58v8atBZX5kOJ3v1FDCVuCAEU5YRN-87aXQrrJX963lSznPeKr5GO45VQJ6Hg0g9icUdGb7DeAM7ypRJcuHUExELPT3v_qrR_qS_UzSDeh8NYBg2ek0sNCmoqcSzVnxbPCRFl3GDAL_6qw90a5ynLEg5NaoYkAfllUlFbhtCIvkqK_LkyhwjtnqN8ryCBuV6DBJHNLLy6mnMrVfTI670ZCl_3vQCErK8gVLUAvIbYTkGMjU2zMUQcLwiEMxVjqe9sRHuSbfmGWMH9KkJ5gBrEruNOqWnMZNpt95MhC0bP4JL33SzARufPKqbX4PR4D9BntjoEJsJCtlfhaaY3n3KXoPHIkMADhyu7rEdH9Fkx0zG81JWELLF06RgJb4Q5NM-WD9EISD6_xgJAPDh3BH_OtmKFc8IflJUaq2S78WUgBY3XTmqTywf1fg4hHyGlhhZP4Fhs39i3XRXgNm1uCZsbCqDTo1G9Rt3QQBd4D21aBAogOZtx-mRjxEiWqVwNvSaSbHkH2tKisQOITpvC6Z1YKKgcPemLn2k5uUJWm894JZ3EudG34dnZatEqFbZr1tHFK3e4_dniRocFHiIldEmDIrtqeKhjreVdJqeykA130zK8rIIgfLFY4JABE6bPZAGRM6UJ5fZwpX9-Lvhhui2KCpM6NIPLS2evkVKROU54CwzGgvCXHwnKh7gzUWuhYWOyv27kpjSYx8_PiJeYXzTTzzSJVOtjNGXGQ43Hz5KNLcW0FPwNbJ02yC2DfjExZt-XJuUHAEcBrAJ5bCXEOVdBn-oMfmHuCacJXcLmfdi0DeEQBGo2tkY3mZvsGWDC0gsNXl0nHn8TFoRMECn8wh5LCHw7MkD4sQoZsMMCSMdsmxkKdfHtCsIjpKF9Nh829FuMSwklHi0boTKpEkqmztig0x4wdj1mfjE_FJarzpaTs9EoQAKlcOwUzd8gY7vr-u99rGN7N821gBeYDNz2xLbPOBAMPznIBtBcxrKcVPLMHcvYeG-UJTI73G8xit0VEoBH8mFBxa9u7jU0UwOWFK2CzpkiTUxUk8svSc&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=22,Combo sách Siêu Hài Hước: Cũng Là “Tiếng Em” Mà Lạ Lắm+ Đời Về Cơ Bản Là Buồn Cười /Tặng Bookmark Haapy Life,Sách tư duy - Kỹ năng sống,Sách kỹ năng sống,https://salt.tikicdn.com/cache/750x750/ts/product/e9/b2/c4/161c9fd51a7b1f6cb05b73d4df7e15f7.png,153500,,15.0,5.0,2.0,,,,,
https://tka.tiki.vn/pixel/pixel?data=3pJE5KS4I9YwVIgFCJVaTgDjn6-rlVmKFji0Eg-DDUP6y_QQ09fu2gKzLbagNK57rnw3JiDDo5atpghTOkCT7ZX2W410KYEaixLq1H8OLLHfrm0Nz6cdNVcl2Ku_77Dw6I_TQxccm293okSyDZAo_xoBAFcEUb7_16z3-Tplzcj-AwBkb74uRWBruD4tAWnpLyIY3yTgmSDhDIDv_tWWQmuR3pL9nixMv2obrcPjuYh3tKjmSFyQfnmQOK83BQnHvJ9HrhZwOndSEeXpRn6eoqBe-wMK1YATcf16VY3VwSosEsOc9Rc791kLFtNxZLppLDDH8uzvJDwUHgsUBUDGnPgjruJk_HYw_IlB9rW2RKux8e2Kfk2wg2YM6J1tuNM87Ap8cCXptUX0feaseY-E4NXj5IUo3cjwpArkkj5XZTft4slZfyC1ZsRSMK-568onZ434Kr7b8syPa_pogy6GB3BetIiULgNHXpNJV4oXxShrX5ITlQDciECE54lS7x46WBaBf4cSn5iA-mi4d7lW95NYbJONkg1Kfp_BBG-H8DjEnLt10hoagDGcAdvQ55r7IbCos4mBo4JsWEsm2JxauOB2_Uzft1Xczd1tg9B8-w3EFkeFj71dav7ODuvOu4Rmi5LT2dY-V-aWrN4d6Nk15yf3lLbnCbaNOs1JsCMky1-Tw0RXsJg8PjlvFJC435lw9yycO4jPei4A09jvlyLsFyAHhiysdudrXzywUo7TEpawg35-8T1BSIUWXnoz3v6-ZebO12Wtld4FCwpi56KrUXRJWZXHNZrwdgGCduze_u2rKPn9SrDULWwNCTjfn8MkOz8ZPQoRdbwKZxvo7sTNPGhT1aCBrW-jlzoznBZLNcRYuc7ESCZQyQ_MsWnAso2LlCN4TPJEDvfi_dBZ1dTOfPaKBdOCOy_0_TMiLVCN4Flo1mUEIR7qUr58LLUDjeA6UXsIq8d0Hz1XFW_T6O60uOHkEANYGGeAKJQcLrP4vgg99pEAA0rNK_Alwy_IDAzNqJzLOOAHY46ZETfYoWf3CZ1XEkIfcRC0hHB_93Et2-IiQlVRYCCBWmvXYnLb_pkz0UuVtOsS5H7qPU-CSzeyxN3pDfIPt0idi2n0kGkSjWPXcSlXQEtW4qCRnxAemtvrTFrGRq_ygKqpO3jxv0Xm5Z4dNuH0q07TZzAk8pbr1owSvj1y3CuJtIMX-H3PsxDk3BqlhVsYBiPhXG1jmqtRcPTHZwGqNnzpLJP1UfiKkpyHSb4ntt1oJLOdPRFai_dXDGQdUireuyKhjmbtpskgCZbtSiPmO3ivvq5f49Ih6Qz0unLOWK1MRfOGs3eyMu9gie-ljro_3Vh-TkYlQwK1_ahZreBVgk2ZdWuhaZTMGlCWlmSlt0ed3hL36S9N6kxNXMcRdAOzYFhAZQRm9ReFTWtcF9zLXSptcAv8WyC00dTG04RbPE3F1Lljsai8Fwj5Z1BrmcBTqXcxgIofQpYOR13RLWOKcPQdg6JBOGqoP_apoUqA7ooZqsTIYxYVXPFkanQ8F7m0d5Q3UUD8j3KAUFbhWhPsVqIEvLTTDJlKHBXHvgC3GjA9Pw&reqid=zq8kpccSjB2EPwPm&type=CLICK&pos=23,MBA bằng hình (Trọn gói hai năm kiến thức quản trị kinh doanh qua trực quan sinh động),Bài học kinh doanh,Sách kinh tế,https://salt.tikicdn.com/cache/750x750/ts/product/3e/25/3a/1e6bc9998b75b3345a4c38dd93bbbe16.jpg,114000,-0.4,3.0,5.0,193.0,,,,,
